"Step number","Step name","Elapsed Time (s)","Working Electrode (V)","Working Electrode vs. NHE (V)","Current (mA)","Current Density (mA/cm²)","Cumulative Charge (mAh)","Counter Electrode (V)"
1_1,Constant Potential,59.9926,-0.0998442,0.165156,1.45667,0.100321,0.0242748,-1.05537
1_1,Constant Potential,119.993,-0.0998259,0.165174,1.4758,0.101639,0.048712,-1.0775
1_1,Constant Potential,179.993,-0.0998237,0.165176,1.50298,0.103511,0.0735351,-1.10087
1_1,Constant Potential,239.993,-0.0998198,0.16518,1.54278,0.106252,0.0989164,-1.105
1_1,Constant Potential,299.993,-0.0996575,0.165342,1.23753,0.0852294,0.122086,-1.00509
1_1,Constant Potential,359.993,-0.099688,0.165312,1.20596,0.083055,0.142448,-1.02949
1_1,Constant Potential,419.993,-0.0996735,0.165326,1.20811,0.0832033,0.162565,-1.02826
1_1,Constant Potential,479.993,-0.0996324,0.165368,1.20604,0.0830609,0.182683,-1.02387
1_1,Constant Potential,539.993,-0.0996476,0.165352,1.21495,0.0836744,0.202858,-1.0225
1_1,Constant Potential,599.993,-0.0996567,0.165343,1.20918,0.0832769,0.223059,-1.00708
1_1,Constant Potential,659.993,-0.0996522,0.165348,1.2163,0.0837672,0.243272,-1.00268
1_1,Constant Potential,719.993,-0.0996689,0.165331,1.21741,0.0838439,0.263553,-1.00148
1_1,Constant Potential,779.993,-0.0996407,0.165359,1.21045,0.0833646,0.283785,-0.999579
1_1,Constant Potential,839.993,-0.09964,0.16536,1.20407,0.0829252,0.303906,-0.995985
1_1,Constant Potential,899.993,-0.0996278,0.165372,1.20786,0.0831856,0.324005,-1.00097
1_1,Constant Potential,959.993,-0.0996506,0.165349,1.22288,0.0842207,0.344262,-1.00784
1_1,Constant Potential,1019.99,-0.0996926,0.165307,1.23313,0.0849261,0.364728,-1.01362
1_1,Constant Potential,1079.99,-0.0996567,0.165343,1.24374,0.0856573,0.385369,-1.01679
1_1,Constant Potential,1139.99,-0.0996278,0.165372,1.25156,0.0861954,0.406163,-1.02501
1_1,Constant Potential,1199.99,-0.0996613,0.165339,1.29616,0.0892671,0.427394,-1.04742
1_1,Constant Potential,1259.99,-0.0996773,0.165323,1.30645,0.0899761,0.449082,-1.05294
1_1,Constant Potential,1319.99,-0.0996522,0.165348,1.32688,0.0913828,0.471027,-1.06336
1_1,Constant Potential,1379.99,-0.0996834,0.165317,1.35872,0.0935759,0.493407,-1.07671
1_1,Constant Potential,1439.99,-0.0996247,0.165375,1.25166,0.0862025,0.51516,-1.02321
1_1,Constant Potential,1499.99,-0.0996133,0.165387,1.22196,0.084157,0.535774,-1.01217
1_1,Constant Potential,1559.99,-0.0996186,0.165381,1.22591,0.084429,0.556172,-1.01534
1_1,Constant Potential,1619.99,-0.09956,0.16544,1.14519,0.0788699,0.575932,-0.975504
1_1,Constant Potential,1679.99,-0.0995935,0.165407,1.18048,0.0813002,0.595312,-0.99227
1_1,Constant Potential,1739.99,-0.0996095,0.165391,1.17969,0.0812458,0.61498,-0.993405
1_1,Constant Potential,1799.99,-0.0995935,0.165407,1.18032,0.0812889,0.634647,-0.993469
1_1,Constant Potential,1859.99,-0.0996247,0.165375,1.19231,0.0821151,0.654419,-0.998787
1_1,Constant Potential,1919.99,-0.0996202,0.16538,1.19035,0.0819803,0.674274,-0.999863
1_1,Constant Potential,1979.99,-0.0996164,0.165384,1.19024,0.0819725,0.694113,-1.00014
1_1,Constant Potential,2039.99,-0.0995988,0.165401,1.19368,0.0822092,0.713979,-1.00255
1_1,Constant Potential,2099.99,-0.0996453,0.165355,1.2053,0.0830099,0.73397,-1.00377
1_1,Constant Potential,2159.99,-0.0996567,0.165343,1.20539,0.083016,0.754059,-1.00386
1_1,Constant Potential,2219.99,-0.0996423,0.165358,1.20559,0.0830297,0.774151,-0.998521
1_1,Constant Potential,2279.99,-0.0996118,0.165388,1.21593,0.0837417,0.79433,-0.995118
1_1,Constant Potential,2339.99,-0.0996438,0.165356,1.21956,0.0839917,0.814626,-0.989834
1_1,Constant Potential,2399.99,-0.0996682,0.165332,1.2287,0.0846211,0.835028,-0.99022
1_1,Constant Potential,2459.99,-0.0996644,0.165336,1.23373,0.0849674,0.855548,-0.992261
1_1,Constant Potential,2519.99,-0.0996583,0.165342,1.2416,0.08551,0.876176,-0.994993
