"Step number","Step name","Elapsed Time (s)","Working Electrode (V)","Working Electrode vs. NHE (V)","Current (mA)","Current Density (mA/cm²)","Cumulative Charge (mAh)","Counter Electrode (V)"
1_1,Constant Potential,60.0002,0.600056,0.865056,0.567693,0.0390973,0.00946158,-0.164261
1_1,Constant Potential,120,0.600105,0.865105,0.505583,0.0348198,0.0184056,-0.150078
1_1,Constant Potential,180,0.600084,0.865084,0.479772,0.0330421,0.0266168,-0.144464
1_1,Constant Potential,240,0.600066,0.865066,0.466116,0.0321017,0.0344992,-0.141182
1_1,Constant Potential,300,0.600061,0.865061,0.456448,0.0314358,0.0421873,-0.138972
1_1,Constant Potential,360,0.600154,0.865154,0.4529,0.0311914,0.0497652,-0.137698
1_1,Constant Potential,420,0.600085,0.865085,0.447342,0.0308087,0.0572672,-0.136301
1_1,Constant Potential,480,0.600074,0.865074,0.440767,0.0303558,0.0646681,-0.134885
1_1,Constant Potential,540,0.600089,0.865089,0.436801,0.0300827,0.0719812,-0.133563
1_1,Constant Potential,600,0.600102,0.865102,0.431264,0.0297014,0.0792151,-0.132818
1_1,Constant Potential,660,0.600057,0.865057,0.431413,0.0297116,0.086404,-0.132955
1_1,Constant Potential,720,0.600058,0.865058,0.428745,0.0295279,0.093572,-0.132209
1_1,Constant Potential,780,0.60008,0.86508,0.423437,0.0291623,0.100674,-0.131396
1_1,Constant Potential,840,0.600102,0.865102,0.423513,0.0291675,0.107731,-0.130979
1_1,Constant Potential,900,0.600053,0.865053,0.42242,0.0290923,0.114781,-0.13102
1_1,Constant Potential,960,0.600092,0.865092,0.418911,0.0288506,0.121792,-0.130314
1_1,Constant Potential,1020,0.600108,0.865108,0.416623,0.0286931,0.128755,-0.129738
1_1,Constant Potential,1080,0.600113,0.865113,0.414848,0.0285708,0.135684,-0.129323
1_1,Constant Potential,1140,0.600082,0.865082,0.415089,0.0285874,0.1426,-0.129416
1_1,Constant Potential,1200,0.600092,0.865092,0.414279,0.0285316,0.149511,-0.129393
1_1,Constant Potential,1260,0.600082,0.865082,0.413242,0.0284602,0.156407,-0.128925
1_1,Constant Potential,1320,0.600124,0.865124,0.410613,0.0282791,0.163273,-0.128307
1_1,Constant Potential,1380,0.600099,0.865099,0.411981,0.0283734,0.170128,-0.128891
1_1,Constant Potential,1440,0.600121,0.865121,0.409227,0.0281837,0.176971,-0.128508
1_1,Constant Potential,1500,0.600052,0.865052,0.40571,0.0279415,0.183762,-0.126917
1_1,Constant Potential,1560,0.600052,0.865052,0.404597,0.0278648,0.190515,-0.126722
1_1,Constant Potential,1620,0.600062,0.865062,0.404762,0.0278762,0.197259,-0.126678
1_1,Constant Potential,1680,0.60006,0.86506,0.403121,0.0277632,0.203992,-0.126663
1_1,Constant Potential,1740,0.600107,0.865107,0.401348,0.0276411,0.210696,-0.126026
1_1,Constant Potential,1800,0.600083,0.865083,0.400809,0.0276039,0.21738,-0.125428
1_1,Constant Potential,1860,0.600092,0.865092,0.399859,0.0275385,0.224053,-0.124695
1_1,Constant Potential,1920,0.600093,0.865093,0.398338,0.0274337,0.230704,-0.12547
1_1,Constant Potential,1980,0.600059,0.865059,0.397327,0.0273641,0.237335,-0.125255
1_1,Constant Potential,2040,0.600044,0.865044,0.397617,0.0273841,0.243959,-0.125237
1_1,Constant Potential,2100,0.600057,0.865057,0.398784,0.0274645,0.250596,-0.125231
1_1,Constant Potential,2160,0.600057,0.865057,0.396777,0.0273262,0.257226,-0.125431
1_1,Constant Potential,2220,0.600048,0.865048,0.394507,0.0271699,0.26382,-0.124089
1_1,Constant Potential,2280,0.60008,0.86508,0.392861,0.0270566,0.270381,-0.123918
1_1,Constant Potential,2340,0.60011,0.86511,0.393716,0.0271154,0.276936,-0.12403
1_1,Constant Potential,2400,0.600091,0.865091,0.394181,0.0271474,0.283502,-0.123713
1_1,Constant Potential,2460,0.600056,0.865056,0.393558,0.0271046,0.290066,-0.124698
1_1,Constant Potential,2520,0.600074,0.865074,0.393168,0.0270777,0.296622,-0.124223
1_1,Constant Potential,2580,0.600109,0.865109,0.392256,0.0270149,0.303167,-0.124295
1_1,Constant Potential,2640,0.600114,0.865114,0.394162,0.0271461,0.309721,-0.124666
1_1,Constant Potential,2700,0.600105,0.865105,0.394107,0.0271424,0.31629,-0.124454
1_1,Constant Potential,2760,0.600171,0.865171,0.392238,0.0270136,0.322843,-0.123434
1_1,Constant Potential,2820,0.600092,0.865092,0.392366,0.0270225,0.329381,-0.124634
1_1,Constant Potential,2880,0.600122,0.865122,0.390596,0.0269006,0.335906,-0.124577
1_1,Constant Potential,2940,0.60012,0.86512,0.389023,0.0267922,0.342403,-0.123541
1_1,Constant Potential,3000,0.600147,0.865147,0.388914,0.0267847,0.348885,-0.123386
1_1,Constant Potential,3060,0.600107,0.865107,0.388366,0.0267469,0.355363,-0.12331
1_1,Constant Potential,3120,0.600131,0.865131,0.389975,0.0268578,0.361849,-0.124665
1_1,Constant Potential,3180,0.600111,0.865111,0.388885,0.0267827,0.368339,-0.123932
1_1,Constant Potential,3240,0.600116,0.865116,0.3878,0.026708,0.374812,-0.123758
1_1,Constant Potential,3300,0.600124,0.865124,0.386056,0.0265879,0.381261,-0.123457
1_1,Constant Potential,3360,0.600147,0.865147,0.386278,0.0266032,0.387697,-0.12365
1_1,Constant Potential,3420,0.600134,0.865134,0.386361,0.0266089,0.394135,-0.123363
1_1,Constant Potential,3480,0.600139,0.865139,0.386702,0.0266324,0.400578,-0.123266
1_1,Constant Potential,3540,0.600125,0.865125,0.384053,0.0264499,0.407,-0.123418
1_1,Constant Potential,3600,0.600096,0.865096,0.385386,0.0265417,0.413412,-0.123234
1_1,Constant Potential,3660,0.600146,0.865146,0.385584,0.0265554,0.419837,-0.122503
1_1,Constant Potential,3720,0.600126,0.865126,0.384072,0.0264512,0.426251,-0.122811
1_1,Constant Potential,3780,0.600168,0.865168,0.382554,0.0263467,0.43264,-0.122623
1_1,Constant Potential,3840,0.600136,0.865136,0.382256,0.0263262,0.439013,-0.122829
1_1,Constant Potential,3900,0.600198,0.865198,0.38078,0.0262245,0.445372,-0.122524
1_1,Constant Potential,3960,0.600105,0.865105,0.380241,0.0261874,0.451713,-0.121797
1_1,Constant Potential,4020,0.600115,0.865115,0.381196,0.0262531,0.458059,-0.1217
1_1,Constant Potential,4080,0.600119,0.865119,0.377391,0.0259911,0.46438,-0.120684
1_1,Constant Potential,4140,0.600122,0.865122,0.377856,0.0260232,0.470674,-0.121
1_1,Constant Potential,4200,0.600073,0.865073,0.377126,0.0259729,0.476966,-0.120201
1_1,Constant Potential,4260,0.600102,0.865102,0.374144,0.0257675,0.483226,-0.119361
1_1,Constant Potential,4320,0.600068,0.865068,0.374887,0.0258187,0.489468,-0.119584
1_1,Constant Potential,4380,0.600097,0.865097,0.373448,0.0257196,0.495704,-0.119786
